"index","eco","title","pgn","last_ply","sq_from","sq_to","sq_check","fen"
"6091","C64","Spanish: Classical, 4.O-O Nd4 5.Nxd4 Bxd4 6.c3 Bb6 7.d4","1. e4 e5 2. Nf3 Nc6 3. Bb5 Bc5 4. O-O Nd4 5. Nxd4 Bxd4 6. c3 Bb6 7. d4","7. d4 ... ","d2","d4","","r1bqk1nr/pppp1ppp/1b6/1B2p3/3PP3/2P5/PP3PPP/RNBQ1RK1 b kq - 0 7"
"6092","C64","Spanish: Classical, 6.c3 Bb6 7.d4 c6 8.Ba4","1. e4 e5 2. Nf3 Nc6 3. Bb5 Bc5 4. O-O Nd4 5. Nxd4 Bxd4 6. c3 Bb6 7. d4 c6 8. Ba4","8. Ba4 ... ","b5","a4","","r1bqk1nr/pp1p1ppp/1bp5/4p3/B2PP3/2P5/PP3PPP/RNBQ1RK1 b kq - 1 8"
"6093","C64","Spanish: Classical, 6.c3 Bb6 7.d4 c6 8.Ba4 d6 9.Na3","1. e4 e5 2. Nf3 Nc6 3. Bb5 Bc5 4. O-O Nd4 5. Nxd4 Bxd4 6. c3 Bb6 7. d4 c6 8. Ba4 d6 9. Na3","9. Na3 ... ","b1","a3","","r1bqk1nr/pp3ppp/1bpp4/4p3/B2PP3/N1P5/PP3PPP/R1BQ1RK1 b kq - 1 9"
"6094","C65","Spanish: Berlin Defence","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6","3.  ... Nf6","g8","f6","","r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4"
"6095","C65","Spanish: Berlin, 4.Qe2","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. Qe2","4. Qe2 ... ","d1","e2","","r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPPQPPP/RNB1K2R b KQkq - 5 4"
"6096","C65","Spanish: Berlin, 4.d4","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. d4","4. d4 ... ","d2","d4","","r1bqkb1r/pppp1ppp/2n2n2/1B2p3/3PP3/5N2/PPP2PPP/RNBQK2R b KQkq - 0 4"
"6097","C65","Spanish: Berlin, 4.d4 exd4","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. d4 exd4","4.  ... exd4","e5","d4","","r1bqkb1r/pppp1ppp/2n2n2/1B6/3pP3/5N2/PPP2PPP/RNBQK2R w KQkq - 0 5"
"6098","C65","Spanish: Berlin, Nyholm Attack","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. d4 exd4 5. O-O","5. O-O ... ","e1","g1","","r1bqkb1r/pppp1ppp/2n2n2/1B6/3pP3/5N2/PPP2PPP/RNBQ1RK1 b kq - 1 5"
"6099","C65","Spanish: Berlin, 4.d3","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. d3","4. d3 ... ","d2","d3","","r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 4"
"6100","C65","Spanish: Berlin, Mortimer Variation","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. d3 Ne7","4.  ... Ne7","c6","e7","","r1bqkb1r/ppppnppp/5n2/1B2p3/4P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5"
"6101","C65","Spanish: Berlin, Mortimer Trap","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. d3 Ne7 5. Nxe5 c6","5.  ... c6","c7","c6","","r1bqkb1r/pp1pnppp/2p2n2/1B2N3/4P3/3P4/PPP2PPP/RNBQK2R w KQkq - 0 6"
"6102","C65","Spanish: Berlin, 4.d3 d6","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. d3 d6","4.  ... d6","d7","d6","","r1bqkb1r/ppp2ppp/2np1n2/1B2p3/4P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 0 5"
"6103","C65","Spanish: Berlin, Anderssen Variation","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. d3 d6 5. Bxc6+","5. Bxc6+ ... ","b5","c6","e8","r1bqkb1r/ppp2ppp/2Bp1n2/4p3/4P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 5"
"6104","C65","Spanish: Berlin, Duras Variation","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. d3 d6 5. c4","5. c4 ... ","c2","c4","","r1bqkb1r/ppp2ppp/2np1n2/1B2p3/2P1P3/3P1N2/PP3PPP/RNBQK2R b KQkq - 0 5"
"6105","C65","Spanish: Berlin, 4.d3 d6 5.c3","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. d3 d6 5. c3","5. c3 ... ","c2","c3","","r1bqkb1r/ppp2ppp/2np1n2/1B2p3/4P3/2PP1N2/PP3PPP/RNBQK2R b KQkq - 0 5"
"6106","C65","Spanish: Berlin, 4.d3 Bc5","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. d3 Bc5","4.  ... Bc5","f8","c5","","r1bqk2r/pppp1ppp/2n2n2/1Bb1p3/4P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5"
"6107","C65","Spanish: Berlin, Kaufmann Variation","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. d3 Bc5 5. Be3","5. Be3 ... ","c1","e3","","r1bqk2r/pppp1ppp/2n2n2/1Bb1p3/4P3/3PBN2/PPP2PPP/RN1QK2R b KQkq - 2 5"
"6108","C65","Spanish: Berlin, 4.O-O","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O","4. O-O ... ","e1","g1","","r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 5 4"
"6109","C65","Spanish: Berlin, 4.O-O Be7","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Be7","4.  ... Be7","f8","e7","","r1bqk2r/ppppbppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 6 5"
"6110","C65","Spanish: Berlin, Beverwijk Variation","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Bc5","4.  ... Bc5","f8","c5","","r1bqk2r/pppp1ppp/2n2n2/1Bb1p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 6 5"
"6111","C65","Spanish: Berlin, Beverwijk, 5.c3","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Bc5 5. c3","5. c3 ... ","c2","c3","","r1bqk2r/pppp1ppp/2n2n2/1Bb1p3/4P3/2P2N2/PP1P1PPP/RNBQ1RK1 b kq - 0 5"
"6112","C65","Spanish: Berlin, Benelux Variation","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Bc5 5. c3 O-O 6. d4 Bb6","6.  ... Bb6","c5","b6","","r1bq1rk1/pppp1ppp/1bn2n2/1B2p3/3PP3/2P2N2/PP3PPP/RNBQ1RK1 w - - 1 7"
"6113","C65","Spanish: Berlin, Benelux Variation, 7.Bg5","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Bc5 5. c3 O-O 6. d4 Bb6 7. Bg5","7. Bg5 ... ","c1","g5","","r1bq1rk1/pppp1ppp/1bn2n2/1B2p1B1/3PP3/2P2N2/PP3PPP/RN1Q1RK1 b - - 2 7"
"6114","C65","Spanish: Berlin, Beverwijk, 5.Nxe5","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Bc5 5. Nxe5","5. Nxe5 ... ","f3","e5","","r1bqk2r/pppp1ppp/2n2n2/1Bb1N3/4P3/8/PPPP1PPP/RNBQ1RK1 b kq - 0 5"
"6115","C66","Spanish: Closed Berlin","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O d6","4.  ... d6","d7","d6","","r1bqkb1r/ppp2ppp/2np1n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 5"
"6116","C66","Spanish: Closed Berlin, 5.Re1","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O d6 5. Re1","5. Re1 ... ","f1","e1","","r1bqkb1r/ppp2ppp/2np1n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQR1K1 b kq - 1 5"
"6117","C66","Spanish: Closed Berlin, 5.d4","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O d6 5. d4","5. d4 ... ","d2","d4","","r1bqkb1r/ppp2ppp/2np1n2/1B2p3/3PP3/5N2/PPP2PPP/RNBQ1RK1 b kq - 0 5"
"6118","C66","Spanish: Closed Berlin, Chigorin Variation","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O d6 5. d4 Nd7","5.  ... Nd7","f6","d7","","r1bqkb1r/pppn1ppp/2np4/1B2p3/3PP3/5N2/PPP2PPP/RNBQ1RK1 w kq - 1 6"
"6119","C66","Spanish: Closed Berlin, 5.d4 Bd7","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O d6 5. d4 Bd7","5.  ... Bd7","c8","d7","","r2qkb1r/pppb1ppp/2np1n2/1B2p3/3PP3/5N2/PPP2PPP/RNBQ1RK1 w kq - 1 6"
"6120","C66","Spanish: Closed Berlin, Wolf Variation","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O d6 5. d4 Bd7 6. Nc3 exd4","6.  ... exd4","e5","d4","","r2qkb1r/pppb1ppp/2np1n2/1B6/3pP3/2N2N2/PPP2PPP/R1BQ1RK1 w kq - 0 7"
"6121","C66","Spanish: Closed Berlin, Hedgehog Variation","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O d6 5. d4 Bd7 6. Nc3 Be7","6.  ... Be7","f8","e7","","r2qk2r/pppbbppp/2np1n2/1B2p3/3PP3/2N2N2/PPP2PPP/R1BQ1RK1 w kq - 3 7"
"6122","C66","Spanish: Closed Berlin, Tarrasch Trap","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O d6 5. d4 Bd7 6. Nc3 Be7 7. Re1 O-O","7.  ... O-O","e8","g8","","r2q1rk1/pppbbppp/2np1n2/1B2p3/3PP3/2N2N2/PPP2PPP/R1BQR1K1 w - - 5 8"
"6123","C66","Spanish: Closed Berlin, Bernstein Variation","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O d6 5. d4 Bd7 6. Nc3 Be7 7. Bg5","7. Bg5 ... ","c1","g5","","r2qk2r/pppbbppp/2np1n2/1B2p1B1/3PP3/2N2N2/PPP2PPP/R2Q1RK1 b kq - 4 7"
"6124","C66","Spanish: Closed Berlin, Showalter Variation","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O d6 5. d4 Bd7 6. Nc3 Be7 7. Bxc6","7. Bxc6 ... ","b5","c6","","r2qk2r/pppbbppp/2Bp1n2/4p3/3PP3/2N2N2/PPP2PPP/R1BQ1RK1 b kq - 0 7"
"6125","C67","Spanish: Open Berlin","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4","4.  ... Nxe4","f6","e4","","r1bqkb1r/pppp1ppp/2n5/1B2p3/4n3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 5"
"6126","C67","Spanish: Open Berlin, 5.Qe2","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. Qe2","5. Qe2 ... ","d1","e2","","r1bqkb1r/pppp1ppp/2n5/1B2p3/4n3/5N2/PPPPQPPP/RNB2RK1 b kq - 1 5"
"6127","C67","Spanish: Open Berlin, 5.Re1","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. Re1","5. Re1 ... ","f1","e1","","r1bqkb1r/pppp1ppp/2n5/1B2p3/4n3/5N2/PPPP1PPP/RNBQR1K1 b kq - 1 5"
"6128","C67","Spanish: Open Berlin, 5.Re1 Nd6 6.Nxe5","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. Re1 Nd6 6. Nxe5","6. Nxe5 ... ","f3","e5","","r1bqkb1r/pppp1ppp/2nn4/1B2N3/8/8/PPPP1PPP/RNBQR1K1 b kq - 0 6"
"6129","C67","Spanish: Open Berlin, 5.d4","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4","5. d4 ... ","d2","d4","","r1bqkb1r/pppp1ppp/2n5/1B2p3/3Pn3/5N2/PPP2PPP/RNBQ1RK1 b kq - 0 5"
"6130","C67","Spanish: Open Berlin, Rosenthal Variation","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 a6","5.  ... a6","a7","a6","","r1bqkb1r/1ppp1ppp/p1n5/1B2p3/3Pn3/5N2/PPP2PPP/RNBQ1RK1 w kq - 0 6"
"6131","C67","Spanish: Open Berlin, 5...Be7","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Be7","5.  ... Be7","f8","e7","","r1bqk2r/ppppbppp/2n5/1B2p3/3Pn3/5N2/PPP2PPP/RNBQ1RK1 w kq - 1 6"
"6132","C67","Spanish: Berlin, Minckwitz Variation","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Be7 6. dxe5","6. dxe5 ... ","d4","e5","","r1bqk2r/ppppbppp/2n5/1B2P3/4n3/5N2/PPP2PPP/RNBQ1RK1 b kq - 0 6"
"6133","C67","Spanish: Open Berlin, 5...Be7 6.Qe2","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Be7 6. Qe2","6. Qe2 ... ","d1","e2","","r1bqk2r/ppppbppp/2n5/1B2p3/3Pn3/5N2/PPP1QPPP/RNB2RK1 b kq - 2 6"
"6134","C67","Spanish: Open Berlin, Trifunovic Variation","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Be7 6. Qe2 d5","6.  ... d5","d7","d5","","r1bqk2r/ppp1bppp/2n5/1B1pp3/3Pn3/5N2/PPP1QPPP/RNB2RK1 w kq - 0 7"
"6135","C67","Spanish: Open Berlin, 5...Be7 6.Qd2 Nd6","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Be7 6. Qe2 Nd6","6.  ... Nd6","e4","d6","","r1bqk2r/ppppbppp/2nn4/1B2p3/3P4/5N2/PPP1QPPP/RNB2RK1 w kq - 3 7"
"6136","C67","Spanish: Open Berlin, Cordel Variation","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Be7 6. Qe2 Nd6 7. Bxc6 bxc6 8. dxe5 Nf5","8.  ... Nf5","d6","f5","","r1bqk2r/p1ppbppp/2p5/4Pn2/8/5N2/PPP1QPPP/RNB2RK1 w kq - 1 9"
"6137","C67","Spanish: Open Berlin, 5...Be7 6.Qd2 Nd6 7.Bxc6 bxc6 8.dxe5 Nb7","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Be7 6. Qe2 Nd6 7. Bxc6 bxc6 8. dxe5 Nb7","8.  ... Nb7","d6","b7","","r1bqk2r/pnppbppp/2p5/4P3/8/5N2/PPP1QPPP/RNB2RK1 w kq - 1 9"
"6138","C67","Spanish: Open Berlin, Pillsbury Variation","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Be7 6. Qe2 Nd6 7. Bxc6 bxc6 8. dxe5 Nb7 9. b3","9. b3 ... ","b2","b3","","r1bqk2r/pnppbppp/2p5/4P3/8/1P3N2/P1P1QPPP/RNB2RK1 b kq - 0 9"
"6139","C67","Spanish: Open Berlin, Zukertort Variation","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Be7 6. Qe2 Nd6 7. Bxc6 bxc6 8. dxe5 Nb7 9. c4","9. c4 ... ","c2","c4","","r1bqk2r/pnppbppp/2p5/4P3/2P5/5N2/PP2QPPP/RNB2RK1 b kq - 0 9"
"6140","C67","Spanish: Open Berlin, Winawer Attack","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Be7 6. Qe2 Nd6 7. Bxc6 bxc6 8. dxe5 Nb7 9. Nd4","9. Nd4 ... ","f3","d4","","r1bqk2r/pnppbppp/2p5/4P3/3N4/8/PPP1QPPP/RNB2RK1 b kq - 2 9"
"6141","C67","Spanish: Open Berlin, Main Line 9.Nc3 (Rio de Janerio)","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Be7 6. Qe2 Nd6 7. Bxc6 bxc6 8. dxe5 Nb7 9. Nc3","9. Nc3 ... ","b1","c3","","r1bqk2r/pnppbppp/2p5/4P3/8/2N2N2/PPP1QPPP/R1B2RK1 b kq - 2 9"
"6142","C67","Spanish: Open Berlin, 5.d4 Nd6","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Nd6","5.  ... Nd6","e4","d6","","r1bqkb1r/pppp1ppp/2nn4/1B2p3/3P4/5N2/PPP2PPP/RNBQ1RK1 w kq - 1 6"
"6143","C67","Spanish: Open Berlin, Showalter Variation","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Nd6 6. Ba4","6. Ba4 ... ","b5","a4","","r1bqkb1r/pppp1ppp/2nn4/4p3/B2P4/5N2/PPP2PPP/RNBQ1RK1 b kq - 2 6"
"6144","C67","Spanish: Open Berlin, 5.d4 Nd6 6.dxe5","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Nd6 6. dxe5","6. dxe5 ... ","d4","e5","","r1bqkb1r/pppp1ppp/2nn4/1B2P3/8/5N2/PPP2PPP/RNBQ1RK1 b kq - 0 6"
"6145","C67","Spanish: Open Berlin, 5.d4 Nd6 6.Bxc6","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Nd6 6. Bxc6","6. Bxc6 ... ","b5","c6","","r1bqkb1r/pppp1ppp/2Bn4/4p3/3P4/5N2/PPP2PPP/RNBQ1RK1 b kq - 0 6"
"6146","C67","Spanish: Open Berlin, 5.d4 Nd6 6.Bxc6 dxc6","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Nd6 6. Bxc6 dxc6","6.  ... dxc6","d7","c6","","r1bqkb1r/ppp2ppp/2pn4/4p3/3P4/5N2/PPP2PPP/RNBQ1RK1 w kq - 0 7"
"6147","C67","Spanish: Open Berlin, 5.d4 Nd6 6.Bxc6 dxc6 7.dxe5 Nf5","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Nd6 6. Bxc6 dxc6 7. dxe5 Nf5","7.  ... Nf5","d6","f5","","r1bqkb1r/ppp2ppp/2p5/4Pn2/8/5N2/PPP2PPP/RNBQ1RK1 w kq - 1 8"
"6148","C67","Spanish: Open Berlin, 5.d4 Nd6 Queenswap","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Nd6 6. Bxc6 dxc6 7. dxe5 Nf5 8. Qxd8+","8. Qxd8+ ... ","d1","d8","e8","r1bQkb1r/ppp2ppp/2p5/4Pn2/8/5N2/PPP2PPP/RNB2RK1 b kq - 0 8"
"6149","C67","Spanish: Open Berlin, 5.d4 Nd6 Queenswap, 9.Nc3","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Nd6 6. Bxc6 dxc6 7. dxe5 Nf5 8. Qxd8+ Kxd8 9. Nc3","9. Nc3 ... ","b1","c3","","r1bk1b1r/ppp2ppp/2p5/4Pn2/8/2N2N2/PPP2PPP/R1B2RK1 b - - 1 9"
"6150","C67","Spanish: Open Berlin, 5.d4 Nd6 Queenswap, 9.Nc3 h6","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Nd6 6. Bxc6 dxc6 7. dxe5 Nf5 8. Qxd8+ Kxd8 9. Nc3 h6","9.  ... h6","h7","h6","","r1bk1b1r/ppp2pp1/2p4p/4Pn2/8/2N2N2/PPP2PPP/R1B2RK1 w - - 0 10"
"6151","C67","Spanish: Open Berlin, 5.d4 Nd6 Queenswap, 9.Nc3 Ke8","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Nd6 6. Bxc6 dxc6 7. dxe5 Nf5 8. Qxd8+ Kxd8 9. Nc3 Ke8","9.  ... Ke8","d8","e8","","r1b1kb1r/ppp2ppp/2p5/4Pn2/8/2N2N2/PPP2PPP/R1B2RK1 w - - 2 10"
"6152","C67","Spanish: Open Berlin, 5.d4 Nd6 Queenswap, 9.Nc3 Ke8 10.Rd1","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Nd6 6. Bxc6 dxc6 7. dxe5 Nf5 8. Qxd8+ Kxd8 9. Nc3 Ke8 10. Rd1","10. Rd1 ... ","f1","d1","","r1b1kb1r/ppp2ppp/2p5/4Pn2/8/2N2N2/PPP2PPP/R1BR2K1 b - - 3 10"
"6153","C67","Spanish: Open Berlin, 5.d4 Nd6 Queenswap, 9.Nc3 Ke8 10.h3","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Nd6 6. Bxc6 dxc6 7. dxe5 Nf5 8. Qxd8+ Kxd8 9. Nc3 Ke8 10. h3","10. h3 ... ","h2","h3","","r1b1kb1r/ppp2ppp/2p5/4Pn2/8/2N2N1P/PPP2PP1/R1B2RK1 b - - 0 10"
"6154","C67","Spanish: Open Berlin, 5.d4 Nd6 Queenswap, 9.Nc3 Ke8 10.h3 a5","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Nd6 6. Bxc6 dxc6 7. dxe5 Nf5 8. Qxd8+ Kxd8 9. Nc3 Ke8 10. h3 a5","10.  ... a5","a7","a5","","r1b1kb1r/1pp2ppp/2p5/p3Pn2/8/2N2N1P/PPP2PP1/R1B2RK1 w - - 0 11"
"6155","C68","Spanish: 3...a6","1. e4 e5 2. Nf3 Nc6 3. Bb5 a6","3.  ... a6","a7","a6","","r1bqkbnr/1ppp1ppp/p1n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4"
"6156","C68","Spanish: 3...a6 4.Bc4","1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bc4","4. Bc4 ... ","b5","c4","","r1bqkbnr/1ppp1ppp/p1n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 4"
"6157","C68","Spanish: Exchange Variation","1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6","4. Bxc6 ... ","b5","c6","","r1bqkbnr/1ppp1ppp/p1B5/4p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 0 4"
"6158","C68","Spanish: Exchange, 4...bxc6","1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 bxc6","4.  ... bxc6","b7","c6","","r1bqkbnr/2pp1ppp/p1p5/4p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 5"
"6159","C68","Spanish: Exchange, 4...dxc6","1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6","4.  ... dxc6","d7","c6","","r1bqkbnr/1pp2ppp/p1p5/4p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 5"
"6160","C68","Spanish: Exchange, Lasker Variation","1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. d4","5. d4 ... ","d2","d4","","r1bqkbnr/1pp2ppp/p1p5/4p3/3PP3/5N2/PPP2PPP/RNBQK2R b KQkq - 0 5"
"6161","C68","Spanish: Exchange, Alekhine Variation","1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. d4 exd4 6. Qxd4 Qxd4 7. Nxd4 Bd7","7.  ... Bd7","c8","d7","","r3kbnr/1ppb1ppp/p1p5/8/3NP3/8/PPP2PPP/RNB1K2R w KQkq - 1 8"
"6162","C68","Spanish: Exchange, Keres Variation","1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. Nc3","5. Nc3 ... ","b1","c3","","r1bqkbnr/1pp2ppp/p1p5/4p3/4P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 5"
"6163","C68","Spanish: Exchange, Keres, 5...f6","1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. Nc3 f6","5.  ... f6","f7","f6","","r1bqkbnr/1pp3pp/p1p2p2/4p3/4P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 6"
"6164","C68","Spanish: Exchange, Romanovsky Variation","1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. Nc3 f6 6. d3","6. d3 ... ","d2","d3","","r1bqkbnr/1pp3pp/p1p2p2/4p3/4P3/2NP1N2/PPP2PPP/R1BQK2R b KQkq - 0 6"
"6165","C68","Spanish: Exchange, 5.Nc3 f6 6.d4","1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. Nc3 f6 6. d4","6. d4 ... ","d2","d4","","r1bqkbnr/1pp3pp/p1p2p2/4p3/3PP3/2N2N2/PPP2PPP/R1BQK2R b KQkq - 0 6"
"6166","C68","Spanish: Exchange, 5.O-O","1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. O-O","5. O-O ... ","e1","g1","","r1bqkbnr/1pp2ppp/p1p5/4p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 1 5"
"6167","C68","Spanish: Exchange, 5.O-O Ne7","1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. O-O Ne7","5.  ... Ne7","g8","e7","","r1bqkb1r/1pp1nppp/p1p5/4p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 2 6"
"6168","C68","Spanish: Exchange, 5.O-O Bd6","1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. O-O Bd6","5.  ... Bd6","f8","d6","","r1bqk1nr/1pp2ppp/p1pb4/4p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 2 6"
"6169","C68","Spanish: Exchange, 5.O-O Bd6 6.d4 exd4","1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. O-O Bd6 6. d4 exd4","6.  ... exd4","e5","d4","","r1bqk1nr/1pp2ppp/p1pb4/8/3pP3/5N2/PPP2PPP/RNBQ1RK1 w kq - 0 7"
"6170","C68","Spanish: Exchange, 5.O-O Bg4","1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. O-O Bg4","5.  ... Bg4","c8","g4","","r2qkbnr/1pp2ppp/p1p5/4p3/4P1b1/5N2/PPPP1PPP/RNBQ1RK1 w kq - 2 6"
"6171","C68","Spanish: Exchange, 5.O-O Bg4 6.h3","1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. O-O Bg4 6. h3","6. h3 ... ","h2","h3","","r2qkbnr/1pp2ppp/p1p5/4p3/4P1b1/5N1P/PPPP1PP1/RNBQ1RK1 b kq - 0 6"
