"index","eco","title","pgn","last_ply","sq_from","sq_to","sq_check","fen"
"0","A00","Anderssen Opening","1. a3","1. a3 ... ","a2","a3","","rnbqkbnr/pppppppp/8/8/8/P7/1PPPPPPP/RNBQKBNR b KQkq - 0 1"
"1","A00","Creepy Crawly (Basman) Opening","1. a3 e5 2. h3 d5","2.  ... d5","d7","d5","","rnbqkbnr/ppp2ppp/8/3pp3/8/P6P/1PPPPPP1/RNBQKBNR w KQkq - 0 3"
"2","A00","Ware (Meadow Hay) Opening","1. a4","1. a4 ... ","a2","a4","","rnbqkbnr/pppppppp/8/8/P7/8/1PPPPPPP/RNBQKBNR b KQkq - 0 1"
"3","A00","Crab Opening","1. a4 e5 2. h4","2. h4 ... ","h2","h4","","rnbqkbnr/pppp1ppp/8/4p3/P6P/8/1PPPPPP1/RNBQKBNR b KQkq - 0 2"
"4","A00","Durkin's Attack","1. Na3","1. Na3 ... ","b1","a3","","rnbqkbnr/pppppppp/8/8/8/N7/PPPPPPPP/R1BQKBNR b KQkq - 1 1"
"5","A00","Dunst (Sleipner-Heinrichsen-Van Geet) Opening","1. Nc3","1. Nc3 ... ","b1","c3","","rnbqkbnr/pppppppp/8/8/8/2N5/PPPPPPPP/R1BQKBNR b KQkq - 1 1"
"6","A00","Dunst (Sleipner-Heinrichsen-Van Geet) Opening: 1...Nf6","1. Nc3 Nf6","1.  ... Nf6","g8","f6","","rnbqkb1r/pppppppp/5n2/8/8/2N5/PPPPPPPP/R1BQKBNR w KQkq - 2 2"
"7","A00","Dunst (Sleipner-Heinrichsen-Van Geet) Opening: 1...Nf6 2.Nf3","1. Nc3 Nf6 2. Nf3","2. Nf3 ... ","g1","f3","","rnbqkb1r/pppppppp/5n2/8/8/2N2N2/PPPPPPPP/R1BQKB1R b KQkq - 3 2"
"8","A00","Dunst (Sleipner-Heinrichsen-Van Geet) Opening: Tübingen Gambit","1. Nc3 Nf6 2. g4","2. g4 ... ","g2","g4","","rnbqkb1r/pppppppp/5n2/8/6P1/2N5/PPPPPP1P/R1BQKBNR b KQkq - 0 2"
"9","A00","Dunst (Sleipner-Heinrichsen-Van Geet) Opening: 1...e5","1. Nc3 e5","1.  ... e5","e7","e5","","rnbqkbnr/pppp1ppp/8/4p3/8/2N5/PPPPPPPP/R1BQKBNR w KQkq - 0 2"
"10","A00","Dunst (Sleipner-Heinrichsen-Van Geet) Opening: 1...e5 2.Nf3","1. Nc3 e5 2. Nf3","2. Nf3 ... ","g1","f3","","rnbqkbnr/pppp1ppp/8/4p3/8/2N2N2/PPPPPPPP/R1BQKB1R b KQkq - 1 2"
"11","A00","Battambang Opening","1. Nc3 e5 2. a3","2. a3 ... ","a2","a3","","rnbqkbnr/pppp1ppp/8/4p3/8/P1N5/1PPPPPPP/R1BQKBNR b KQkq - 0 2"
"12","A00","Dunst (Sleipner-Heinrichsen-Van Geet) Opening: Sicilian Variation","1. Nc3 c5","1.  ... c5","c7","c5","","rnbqkbnr/pp1ppppp/8/2p5/8/2N5/PPPPPPPP/R1BQKBNR w KQkq - 0 2"
"13","A00","Novosibirsk Opening","1. Nc3 c5 2. d4 cxd4 3. Qxd4 Nc6 4. Qh4","4. Qh4 ... ","d4","h4","","r1bqkbnr/pp1ppppp/2n5/8/7Q/2N5/PPP1PPPP/R1B1KBNR b KQkq - 2 4"
"14","A00","Dunst (Sleipner-Heinrichsen-Van Geet) Opening: Sicilian Variation, 2.Nf3","1. Nc3 c5 2. Nf3","2. Nf3 ... ","g1","f3","","rnbqkbnr/pp1ppppp/8/2p5/8/2N2N2/PPPPPPPP/R1BQKB1R b KQkq - 1 2"
"15","A00","Dunst (Sleipner-Heinrichsen-Van Geet) Opening: Sicilian Variation, 2.Nf3 Nc6","1. Nc3 c5 2. Nf3 Nc6","2.  ... Nc6","b8","c6","","r1bqkbnr/pp1ppppp/2n5/2p5/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 2 3"
"16","A00","Dunst (Sleipner-Heinrichsen-Van Geet) Opening: 1...d5","1. Nc3 d5","1.  ... d5","d7","d5","","rnbqkbnr/ppp1pppp/8/3p4/8/2N5/PPPPPPPP/R1BQKBNR w KQkq - 0 2"
"17","A00","Dunst (Sleipner-Heinrichsen-Van Geet) Opening: 1...d5 2.Nf3","1. Nc3 d5 2. Nf3","2. Nf3 ... ","g1","f3","","rnbqkbnr/ppp1pppp/8/3p4/8/2N2N2/PPPPPPPP/R1BQKB1R b KQkq - 1 2"
"18","A00","Dunst (Sleipner-Heinrichsen-Van Geet) Opening: 1...d5 2.Nf3 Nf6","1. Nc3 d5 2. Nf3 Nf6","2.  ... Nf6","g8","f6","","rnbqkb1r/ppp1pppp/5n2/3p4/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 2 3"
"19","A00","Dunst (Sleipner-Heinrichsen-Van Geet) Opening: 1...d5 2.e4","1. Nc3 d5 2. e4","2. e4 ... ","e2","e4","","rnbqkbnr/ppp1pppp/8/3p4/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 0 2"
"20","A00","Dunst (Sleipner-Heinrichsen-Van Geet) Opening: 1...d5 2.e4 d4","1. Nc3 d5 2. e4 d4","2.  ... d4","d5","d4","","rnbqkbnr/ppp1pppp/8/8/3pP3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3"
"21","A00","Dunst (Sleipner-Heinrichsen-Van Geet) Opening: 1...d5 2.e4 dxe4","1. Nc3 d5 2. e4 dxe4","2.  ... dxe4","d5","e4","","rnbqkbnr/ppp1pppp/8/8/4p3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3"
"22","A00","Dunst (Sleipner-Heinrichsen-Van Geet) Opening: Hector Gambit","1. Nc3 d5 2. e4 dxe4 3. Bc4","3. Bc4 ... ","f1","c4","","rnbqkbnr/ppp1pppp/8/8/2B1p3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 1 3"
"23","A00","Polish (Sokolsky-Orangutan) Opening","1. b4","1. b4 ... ","b2","b4","","rnbqkbnr/pppppppp/8/8/1P6/8/P1PPPPPP/RNBQKBNR b KQkq - 0 1"
"24","A00","Polish (Sokolsky-Orangutan) Opening: Alpha Male Attack, Simagin Variation","1. b4 a5","1.  ... a5","a7","a5","","rnbqkbnr/1ppppppp/8/p7/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 0 2"
"25","A00","Polish (Sokolsky-Orangutan) Opening: Birmingham Gambit","1. b4 c5","1.  ... c5","c7","c5","","rnbqkbnr/pp1ppppp/8/2p5/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 0 2"
"26","A00","Polish (Sokolsky-Orangutan) Opening: Bucker Variation","1. b4 Na6","1.  ... Na6","b8","a6","","r1bqkbnr/pppppppp/n7/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 1 2"
"27","A00","Polish (Sokolsky-Orangutan) Opening: Aasum Defence","1. b4 Nc6","1.  ... Nc6","b8","c6","","r1bqkbnr/pppppppp/2n5/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 1 2"
"28","A00","Polish (Sokolsky-Orangutan) Opening: 1...Nf6","1. b4 Nf6","1.  ... Nf6","g8","f6","","rnbqkb1r/pppppppp/5n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 1 2"
"29","A00","Polish (Sokolsky-Orangutan) Opening: 1...Nf6 2.Bb2","1. b4 Nf6 2. Bb2","2. Bb2 ... ","c1","b2","","rnbqkb1r/pppppppp/5n2/8/1P6/8/PBPPPPPP/RN1QKBNR b KQkq - 2 2"
"30","A00","Polish (Sokolsky-Orangutan) Opening: 2...d5","1. b4 Nf6 2. Bb2 d5 3. e3 e6 4. b5 c5 5. Nf3 Bd6 6. c4 Nbd7 7. Be2 O-O 8. O-O","8. O-O ... ","e1","g1","","r1bq1rk1/pp1n1ppp/3bpn2/1Ppp4/2P5/4PN2/PB1PBPPP/RN1Q1RK1 b - - 4 8"
"31","A00","Polish (Sokolsky-Orangutan) Opening: Gligoric-Smyslov Variation, 1...Nf6 2.Bb2 e6","1. b4 Nf6 2. Bb2 e6","2.  ... e6","e7","e6","","rnbqkb1r/pppp1ppp/4pn2/8/1P6/8/PBPPPPPP/RN1QKBNR w KQkq - 0 3"
"32","A00","Polish (Sokolsky-Orangutan) Opening: Gligoric-Smyslov Variation, 1...Nf6 2.Bb2 e6 3.b5","1. b4 Nf6 2. Bb2 e6 3. b5 d5 4. e3","4. e3 ... ","e2","e3","","rnbqkb1r/ppp2ppp/4pn2/1P1p4/8/4P3/PBPP1PPP/RN1QKBNR b KQkq - 0 4"
"33","A00","Polish (Sokolsky-Orangutan) Opening: 2...g6","1. b4 Nf6 2. Bb2 g6","2.  ... g6","g7","g6","","rnbqkb1r/pppppp1p/5np1/8/1P6/8/PBPPPPPP/RN1QKBNR w KQkq - 0 3"
"34","A00","Polish (Sokolsky-Orangutan) Opening: Spike Variation, 2...g6 3.g4","1. b4 Nf6 2. Bb2 g6 3. g4","3. g4 ... ","g2","g4","","rnbqkb1r/pppppp1p/5np1/8/1P4P1/8/PBPPPP1P/RN1QKBNR b KQkq - 0 3"
"35","A00","Polish (Sokolsky-Orangutan) Opening: Karniewski-Tübingen Variation","1. b4 Nh6","1.  ... Nh6","g8","h6","","rnbqkb1r/pppppppp/7n/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 1 2"
"36","A00","Polish (Sokolsky-Orangutan) Opening: Outflank Variation, 1...c6","1. b4 c6","1.  ... c6","c7","c6","","rnbqkbnr/pp1ppppp/2p5/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 0 2"
"37","A00","Polish (Sokolsky-Orangutan) Opening: Outflank Variation, Wing Defence","1. b4 c6 2. Bb2 a5 3. a3 axb4 4. axb4 Rxa1 5. Bxa1 Qb6 6. c3","6. c3 ... ","c2","c3","","1nb1kbnr/1p1ppppp/1qp5/8/1P6/2P5/3PPPPP/BN1QKBNR b Kk - 0 6"
"38","A00","Polish (Sokolsky-Orangutan) Opening: Schühler Gambit","1. b4 c6 2. Bb2 a5 3. b5","3. b5 ... ","b4","b5","","rnbqkbnr/1p1ppppp/2p5/pP6/8/8/PBPPPPPP/RN1QKBNR b KQkq - 0 3"
"39","A00","Polish (Sokolsky-Orangutan) Opening: 1...d5","1. b4 d5","1.  ... d5","d7","d5","","rnbqkbnr/ppp1pppp/8/3p4/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 0 2"
"40","A00","Polish (Sokolsky-Orangutan) Opening: 1...d5 2.Bb2","1. b4 d5 2. Bb2","2. Bb2 ... ","c1","b2","","rnbqkbnr/ppp1pppp/8/3p4/1P6/8/PBPPPPPP/RN1QKBNR b KQkq - 1 2"
"41","A00","Polish (Sokolsky-Orangutan) Opening: Roczniak Defence","1. b4 d5 2. Bb2 d4","2.  ... d4","d5","d4","","rnbqkbnr/ppp1pppp/8/8/1P1p4/8/PBPPPPPP/RN1QKBNR w KQkq - 0 3"
"42","A00","Polish (Sokolsky-Orangutan) Opening: 1...d5 2.Bb2 Bf5","1. b4 d5 2. Bb2 Bf5","2.  ... Bf5","c8","f5","","rn1qkbnr/ppp1pppp/8/3p1b2/1P6/8/PBPPPPPP/RN1QKBNR w KQkq - 2 3"
"43","A00","Polish (Sokolsky-Orangutan) Opening: Golombek Variation","1. b4 d5 2. Bb2 Nf6","2.  ... Nf6","g8","f6","","rnbqkb1r/ppp1pppp/5n2/3p4/1P6/8/PBPPPPPP/RN1QKBNR w KQkq - 2 3"
"44","A00","Polish (Sokolsky-Orangutan) Opening: Golombek Variation, 1...d5 2.Bb2 Nf6 3.e3","1. b4 d5 2. Bb2 Nf6 3. e3","3. e3 ... ","e2","e3","","rnbqkb1r/ppp1pppp/5n2/3p4/1P6/4P3/PBPP1PPP/RN1QKBNR b KQkq - 0 3"
"45","A00","Polish (Sokolsky-Orangutan) Opening: 1...e5","1. b4 e5","1.  ... e5","e7","e5","","rnbqkbnr/pppp1ppp/8/4p3/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 0 2"
"46","A00","Polish (Sokolsky-Orangutan) Opening: Bugayev Attack","1. b4 e5 2. a3","2. a3 ... ","a2","a3","","rnbqkbnr/pppp1ppp/8/4p3/1P6/P7/2PPPPPP/RNBQKBNR b KQkq - 0 2"
"47","A00","Polish (Sokolsky-Orangutan) Opening: Orangutan Spike","1. b4 e5 2. b5","2. b5 ... ","b4","b5","","rnbqkbnr/pppp1ppp/8/1P2p3/8/8/P1PPPPPP/RNBQKBNR b KQkq - 0 2"
"48","A00","Polish (Sokolsky-Orangutan) Opening: 1...e5 2.Bb2","1. b4 e5 2. Bb2","2. Bb2 ... ","c1","b2","","rnbqkbnr/pppp1ppp/8/4p3/1P6/8/PBPPPPPP/RN1QKBNR b KQkq - 1 2"
"49","A00","Polish (Sokolsky-Orangutan) Opening: Wolfertz Gambit","1. b4 e5 2. Bb2 c5","2.  ... c5","c7","c5","","rnbqkbnr/pp1p1ppp/8/2p1p3/1P6/8/PBPPPPPP/RN1QKBNR w KQkq - 0 3"
"50","A00","Polish (Sokolsky-Orangutan) Opening: Taimanov Variation, 1...e5 2.Bb2 d6","1. b4 e5 2. Bb2 d6","2.  ... d6","d7","d6","","rnbqkbnr/ppp2ppp/3p4/4p3/1P6/8/PBPPPPPP/RN1QKBNR w KQkq - 0 3"
"51","A00","Polish (Sokolsky-Orangutan) Opening: 1...e5 2.Bb2 f6","1. b4 e5 2. Bb2 f6","2.  ... f6","f7","f6","","rnbqkbnr/pppp2pp/5p2/4p3/1P6/8/PBPPPPPP/RN1QKBNR w KQkq - 0 3"
"52","A00","Polish (Sokolsky-Orangutan) Opening: Bugayev Attack, 1...e5 2.Bb2 f6 3.a3","1. b4 e5 2. Bb2 f6 3. a3","3. a3 ... ","a2","a3","","rnbqkbnr/pppp2pp/5p2/4p3/1P6/P7/1BPPPPPP/RN1QKBNR b KQkq - 0 3"
"53","A00","Polish (Sokolsky-Orangutan) Opening: Bugayev Attack, Katalymov Variation 1...e5 2.Bb2 f6 3.b5","1. b4 e5 2. Bb2 f6 3. b5","3. b5 ... ","b4","b5","","rnbqkbnr/pppp2pp/5p2/1P2p3/8/8/PBPPPPPP/RN1QKBNR b KQkq - 0 3"
"54","A00","Polish (Sokolsky-Orangutan) Opening: Schiffler-Tartakower Gambit","1. b4 e5 2. Bb2 f6 3. e4 Bxb4","3.  ... Bxb4","f8","b4","","rnbqk1nr/pppp2pp/5p2/4p3/1b2P3/8/PBPP1PPP/RN1QKBNR w KQkq - 0 4"
"55","A00","Polish (Sokolsky-Orangutan) Opening: Schiffler-Tartakower Gambit, Brinckmann Variation 4...Nc6","1. b4 e5 2. Bb2 f6 3. e4 Bxb4 4. Bc4 Nc6 5. f4 Qe7","5.  ... Qe7","d8","e7","","r1b1k1nr/ppppq1pp/2n2p2/4p3/1bB1PP2/8/PBPP2PP/RN1QK1NR w KQkq - 1 6"
"56","A00","Polish (Sokolsky-Orangutan) Opening: Schiffler-Tartakower Gambit, Brinckmann Variation 4...Nge7","1. b4 e5 2. Bb2 f6 3. e4 Bxb4 4. Bc4 Ne7 5. Qh5+ g6 6. Qh4","6. Qh4 ... ","h5","h4","","rnbqk2r/ppppn2p/5pp1/4p3/1bB1P2Q/8/PBPP1PPP/RN2K1NR b KQkq - 1 6"
"57","A00","Polish (Sokolsky-Orangutan) Opening: Exchange Variation, 2...Bxb4","1. b4 e5 2. Bb2 Bxb4","2.  ... Bxb4","f8","b4","","rnbqk1nr/pppp1ppp/8/4p3/1b6/8/PBPPPPPP/RN1QKBNR w KQkq - 0 3"
"58","A00","Polish (Sokolsky-Orangutan) Opening: Exchange Variation, Kucharkowski-Meybohm Gambit","1. b4 e5 2. Bb2 Bxb4 3. f4","3. f4 ... ","f2","f4","","rnbqk1nr/pppp1ppp/8/4p3/1b3P2/8/PBPPP1PP/RN1QKBNR b KQkq - 0 3"
"59","A00","Polish (Sokolsky-Orangutan) Opening: Exchange Variation, 2...Bxb4 3.Bxe5","1. b4 e5 2. Bb2 Bxb4 3. Bxe5","3. Bxe5 ... ","b2","e5","","rnbqk1nr/pppp1ppp/8/4B3/1b6/8/P1PPPPPP/RN1QKBNR b KQkq - 0 3"
"60","A00","Polish (Sokolsky-Orangutan) Opening: Exchange Variation, 2...Bxb4 3.Bxe5 Nf6","1. b4 e5 2. Bb2 Bxb4 3. Bxe5 Nf6","3.  ... Nf6","g8","f6","","rnbqk2r/pppp1ppp/5n2/4B3/1b6/8/P1PPPPPP/RN1QKBNR w KQkq - 1 4"
"61","A00","Polish (Sokolsky-Orangutan) Opening: Exchange Variation, 2...Bxb4 3.Bxe5 Nf6 4.c4","1. b4 e5 2. Bb2 Bxb4 3. Bxe5 Nf6 4. c4","4. c4 ... ","c2","c4","","rnbqk2r/pppp1ppp/5n2/4B3/1bP5/8/P2PPPPP/RN1QKBNR b KQkq - 0 4"
"62","A00","Polish (Sokolsky-Orangutan) Opening: Exchange Variation, 2...Bxb4 3.Bxe5 Nf6 4.c4 O-O 5.e3","1. b4 e5 2. Bb2 Bxb4 3. Bxe5 Nf6 4. c4 O-O 5. e3","5. e3 ... ","e2","e3","","rnbq1rk1/pppp1ppp/5n2/4B3/1bP5/4P3/P2P1PPP/RN1QKBNR b KQ - 0 5"
"63","A00","Polish (Sokolsky-Orangutan) Opening: Exchange Variation, 2...Bxb4 3.Bxe5 Nf6 4.Nf3","1. b4 e5 2. Bb2 Bxb4 3. Bxe5 Nf6 4. Nf3","4. Nf3 ... ","g1","f3","","rnbqk2r/pppp1ppp/5n2/4B3/1b6/5N2/P1PPPPPP/RN1QKB1R b KQkq - 2 4"
"64","A00","Polish (Sokolsky-Orangutan) Opening: Stabenow Variation","1. b4 e5 2. Bb2 Bd6","2.  ... Bd6","f8","d6","","rnbqk1nr/pppp1ppp/3b4/4p3/1P6/8/PBPPPPPP/RN1QKBNR w KQkq - 2 3"
"65","A00","Polish (Sokolsky-Orangutan) Opening: Ziese Defence","1. b4 e5 2. Bb2 Qe7","2.  ... Qe7","d8","e7","","rnb1kbnr/ppppqppp/8/4p3/1P6/8/PBPPPPPP/RN1QKBNR w KQkq - 2 3"
"66","A00","Polish (Sokolsky-Orangutan) Opening: Najdorf-Evans Variation","1. b4 f5","1.  ... f5","f7","f5","","rnbqkbnr/ppppp1pp/8/5p2/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 0 2"
"67","A00","Saragossa Opening","1. c3","1. c3 ... ","c2","c3","","rnbqkbnr/pppppppp/8/8/8/2P5/PP1PPPPP/RNBQKBNR b KQkq - 0 1"
"68","A00","Mieses Opening","1. d3","1. d3 ... ","d2","d3","","rnbqkbnr/pppppppp/8/8/8/3P4/PPP1PPPP/RNBQKBNR b KQkq - 0 1"
"69","A00","Venezolana Opening","1. d3 c5 2. Nc3 Nc6 3. g3","3. g3 ... ","g2","g3","","r1bqkbnr/pp1ppppp/2n5/2p5/8/2NP2P1/PPP1PP1P/R1BQKBNR b KQkq - 0 3"
"70","A00","Mieses Opening: 1...d5","1. d3 d5","1.  ... d5","d7","d5","","rnbqkbnr/ppp1pppp/8/3p4/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 0 2"
"71","A00","Mieses Opening: 1...e5","1. d3 e5","1.  ... e5","e7","e5","","rnbqkbnr/pppp1ppp/8/4p3/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 0 2"
"72","A00","Valencia Opening: 1...e5","1. d3 e5 2. Nd2","2. Nd2 ... ","b1","d2","","rnbqkbnr/pppp1ppp/8/4p3/8/3P4/PPPNPPPP/R1BQKBNR b KQkq - 1 2"
"73","A00","Spike Opening Deferred","1. d3 g6 2. g4","2. g4 ... ","g2","g4","","rnbqkbnr/pppppp1p/6p1/8/6P1/3P4/PPP1PP1P/RNBQKBNR b KQkq - 0 2"
"74","A00","Van Kruij's Opening","1. e3","1. e3 ... ","e2","e3","","rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1"
"75","A00","Van Kruij's Opening: Amsterdam Attack","1. e3 e5 2. c4","2. c4 ... ","c2","c4","","rnbqkbnr/pppp1ppp/8/4p3/2P5/4P3/PP1P1PPP/RNBQKBNR b KQkq - 0 2"
"76","A00","Barnes (Gedult) Opening","1. f3","1. f3 ... ","f2","f3","","rnbqkbnr/pppppppp/8/8/8/5P2/PPPPP1PP/RNBQKBNR b KQkq - 0 1"
"77","A00","Hammerschlag (Fried Fox-Pork Chop) Opening","1. f3 e5 2. Kf2","2. Kf2 ... ","e1","f2","","rnbqkbnr/pppp1ppp/8/4p3/8/5P2/PPPPPKPP/RNBQ1BNR b kq - 1 2"
"78","A00","Amar (Paris) Opening","1. Nh3","1. Nh3 ... ","g1","h3","","rnbqkbnr/pppppppp/8/8/8/7N/PPPPPPPP/RNBQKB1R b KQkq - 1 1"
"79","A00","Amar (Paris) Opening: Paris Gambit","1. Nh3 d5 2. g3 e5 3. f4","3. f4 ... ","f2","f4","","rnbqkbnr/ppp2ppp/8/3pp3/5P2/6PN/PPPPP2P/RNBQKB1R b KQkq - 0 3"
"80","A00","Benko Opening","1. g3","1. g3 ... ","g2","g3","","rnbqkbnr/pppppppp/8/8/8/6P1/PPPPPP1P/RNBQKBNR b KQkq - 0 1"
"81","A00","Trident Opening","1. g3 c5","1.  ... c5","c7","c5","","rnbqkbnr/pp1ppppp/8/2p5/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 0 2"
"82","A00","Benko Opening: 1...d5","1. g3 d5","1.  ... d5","d7","d5","","rnbqkbnr/ppp1pppp/8/3p4/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 0 2"
"83","A00","Benko Opening: 1.g3 d5 2.Bg2","1. g3 d5 2. Bg2","2. Bg2 ... ","f1","g2","","rnbqkbnr/ppp1pppp/8/3p4/8/6P1/PPPPPPBP/RNBQK1NR b KQkq - 1 2"
"84","A00","Benko Opening: 1.g3 d5 2.Bg2 c6","1. g3 d5 2. Bg2 c6","2.  ... c6","c7","c6","","rnbqkbnr/pp2pppp/2p5/3p4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq - 0 3"
"85","A00","Benko Opening: 1.g3 d5 2.Bg2 e5","1. g3 d5 2. Bg2 e5","2.  ... e5","e7","e5","","rnbqkbnr/ppp2ppp/8/3pp3/8/6P1/PPPPPPBP/RNBQK1NR w KQkq - 0 3"
"86","A00","Benko Opening: 1.g3 d5 2.Bg2 Nf6","1. g3 d5 2. Bg2 Nf6","2.  ... Nf6","g8","f6","","rnbqkb1r/ppp1pppp/5n2/3p4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq - 2 3"
"87","A00","Benko Opening: 1.g3 d5 2.Bg2 Nf6 3.b3","1. g3 d5 2. Bg2 Nf6 3. b3","3. b3 ... ","b2","b3","","rnbqkb1r/ppp1pppp/5n2/3p4/8/1P4P1/P1PPPPBP/RNBQK1NR b KQkq - 0 3"
"88","A00","Benko Opening: Reti-KIA-English Transposition, 1...e5","1. g3 e5","1.  ... e5","e7","e5","","rnbqkbnr/pppp1ppp/8/4p3/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 0 2"
"89","A00","Benko Opening: Reti-KIA-English Transposition, 1.g3 e5 2.Bg2","1. g3 e5 2. Bg2","2. Bg2 ... ","f1","g2","","rnbqkbnr/pppp1ppp/8/4p3/8/6P1/PPPPPPBP/RNBQK1NR b KQkq - 1 2"
"90","A00","Benko Opening: Reti-KIA-English Transposition, 1.g3 e5 2.Bg2 d5 3.d3","1. g3 e5 2. Bg2 d5 3. d3","3. d3 ... ","d2","d3","","rnbqkbnr/ppp2ppp/8/3pp3/8/3P2P1/PPP1PPBP/RNBQK1NR b KQkq - 0 3"
"91","A00","Benko Opening: Reti-KIA-English Transposition, 1.g3 e5 2.Bg2 d5 3.d3 Nc6 4.Nf3","1. g3 e5 2. Bg2 d5 3. d3 Nc6 4. Nf3","4. Nf3 ... ","g1","f3","","r1bqkbnr/ppp2ppp/2n5/3pp3/8/3P1NP1/PPP1PPBP/RNBQK2R b KQkq - 2 4"
"92","A00","Benko Opening: Reversed Alekhine","1. g3 e5 2. Nf3","2. Nf3 ... ","g1","f3","","rnbqkbnr/pppp1ppp/8/4p3/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq - 1 2"
"93","A00","Benko Opening: Symmetrical","1. g3 g6","1.  ... g6","g7","g6","","rnbqkbnr/pppppp1p/6p1/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 0 2"
"94","A00","Benko Opening: 1...Nf6","1. g3 Nf6","1.  ... Nf6","g8","f6","","rnbqkb1r/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 1 2"
"95","A00","Benko Opening: Benko-Pirc Variation, 1.g3 Nf6 2.Bg2 g6 3.e4 d6","1. g3 Nf6 2. Bg2 g6 3. e4 d6","3.  ... d6","d7","d6","","rnbqkb1r/ppp1pp1p/3p1np1/8/4P3/6P1/PPPP1PBP/RNBQK1NR w KQkq - 0 4"
"96","A00","Benko Opening: Benko-Pirc Variation, 1.g3 Nf6 2.Bg2 g6 3.e4 d6 4.d4 Bg7 5.Ne2 O-O","1. g3 Nf6 2. Bg2 g6 3. e4 d6 4. d4 Bg7 5. Ne2 O-O","5.  ... O-O","e8","g8","","rnbq1rk1/ppp1ppbp/3p1np1/8/3PP3/6P1/PPP1NPBP/RNBQK2R w KQ - 3 6"
"97","A00","Benko Opening: Lasker Simul Special","1. g3 h5","1.  ... h5","h7","h5","","rnbqkbnr/ppppppp1/8/7p/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 0 2"
"98","A00","Grob (Fric-Kilibr) Opening","1. g4","1. g4 ... ","g2","g4","","rnbqkbnr/pppppppp/8/8/6P1/8/PPPPPP1P/RNBQKBNR b KQkq - 0 1"
"99","A00","Grob (Fric-Kilibr) Opening: Alessi Gambit","1. g4 f5","1.  ... f5","f7","f5","","rnbqkbnr/ppppp1pp/8/5p2/6P1/8/PPPPPP1P/RNBQKBNR w KQkq - 0 2"
"100","A00","Grob (Fric-Kilibr) Opening: Double Grob","1. g4 g5","1.  ... g5","g7","g5","","rnbqkbnr/pppppp1p/8/6p1/6P1/8/PPPPPP1P/RNBQKBNR w KQkq - 0 2"
"101","A00","Grob (Fric-Kilibr) Opening: 1...e5","1. g4 e5","1.  ... e5","e7","e5","","rnbqkbnr/pppp1ppp/8/4p3/6P1/8/PPPPPP1P/RNBQKBNR w KQkq - 0 2"
"102","A00","Grob (Fric-Kilibr) Opening: 1...d5","1. g4 d5","1.  ... d5","d7","d5","","rnbqkbnr/ppp1pppp/8/3p4/6P1/8/PPPPPP1P/RNBQKBNR w KQkq - 0 2"
"103","A00","Grob Gambit","1. g4 d5 2. Bg2","2. Bg2 ... ","f1","g2","","rnbqkbnr/ppp1pppp/8/3p4/6P1/8/PPPPPPBP/RNBQK1NR b KQkq - 1 2"
"104","A00","Grob Gambit: 2...e5","1. g4 d5 2. Bg2 e5","2.  ... e5","e7","e5","","rnbqkbnr/ppp2ppp/8/3pp3/6P1/8/PPPPPPBP/RNBQK1NR w KQkq - 0 3"
"105","A00","Grob Gambit: Hurst Attack","1. g4 d5 2. Bg2 e5 3. c4","3. c4 ... ","c2","c4","","rnbqkbnr/ppp2ppp/8/3pp3/2P3P1/8/PP1PPPBP/RNBQK1NR b KQkq - 0 3"
"106","A00","Grob Gambit: 2...c6","1. g4 d5 2. Bg2 c6","2.  ... c6","c7","c6","","rnbqkbnr/pp2pppp/2p5/3p4/6P1/8/PPPPPPBP/RNBQK1NR w KQkq - 0 3"
